%
% Convert TDMS to ASCII v1.2 
% File created on 10-4-2026 16:22:06
%
% For Matlab use: 
Input=dlmread('01 1 s700 healthy.dat','\t',[8 0 32817 5])

Time     	ch 0     	ch 1     	ch 2     	ch 3     	ch 4     	
0.0360937500	-1.3287125000	-1.2415725000	0.6912221000	-0.0022241000	0.1388184671
0.0362500000	-0.4343729000	-0.8582589000	0.3079169000	-1.1521361000	0.1108151104
0.0364062500	-0.2107880000	-1.0818585000	1.2661799000	-1.3757301000	0.1234348726
0.0365625000	0.9071365000	-0.4749453000	0.6912221000	-0.7368901000	0.1616591938
0.0367187500	0.3002632000	-0.4110597000	0.3398590000	-1.0243681000	0.1312570393
0.0368750000	0.0127969000	0.0361395000	1.3939483000	-0.2258181000	0.0994990426
0.0370312500	-0.4024322000	0.0361395000	0.3718011000	0.1255439000	0.1038794560
0.0371875000	-1.7120009000	-1.2096297000	0.6592800000	0.3810799000	0.0916247282
0.0373437500	-0.7857206000	-1.3693437000	2.1605587000	0.6366159000	0.0687840015
0.0375000000	-1.2648311000	-3.3497973000	0.9148168000	0.4769059000	0.0557992049
0.0376562500	-1.1370683000	-2.8706553000	1.0745273000	-1.4396141000	-0.0114714285
0.0378125000	0.4919074000	-1.7846001000	2.2563850000	-1.0243681000	-0.0436466074
0.0379687500	-1.0412462000	0.7069383000	0.4995695000	-1.7270921000	-0.0325912785
0.0381250000	0.7154923000	0.5472243000	1.4897746000	-1.1840781000	-0.0305575151
0.0382812500	-0.9454241000	1.1860803000	1.2661799000	-0.5771801000	-0.0268550229
0.0384375000	-0.5301950000	-0.1874601000	1.4897746000	-0.0022241000	-0.0040142962
0.0385937500	-0.8496020000	-0.6985449000	0.5315116000	-0.2258181000	0.0348357982
0.0387500000	-1.2328904000	-1.7526573000	2.1605587000	0.0936019000	0.0501672449
0.0389062500	-0.1469066000	-1.4012865000	0.2120906000	-0.2897021000	0.0686797060
0.0390625000	-0.3704915000	0.8027667000	0.6592800000	-1.3437881000	0.0468819349
0.0392187500	0.9710179000	2.0165931000	0.7870484000	0.0297179000	0.0677931938
0.0393750000	0.4919074000	0.8347095000	1.0106431000	-0.7688321000	0.0974652793
0.0395312500	-0.1149659000	-1.3054581000	-0.8419987000	-0.1619341000	0.0933977526
0.0396875000	0.7474330000	-2.1040281000	1.7772535000	0.4130219000	0.0355137193
0.0398437500	-0.3066101000	-0.9221445000	-1.1294776000	0.0936019000	0.0244062426
0.0400000000	-0.3066101000	-0.1235745000	0.3079169000	0.9560359000	0.0176270315
0.0401562500	-0.5301950000	1.2819087000	-0.6184040000	0.3491379000	-0.0175727185
0.0403125000	-0.5940764000	1.9207647000	-0.6822882000	-0.3216441000	-0.0137137829
0.0404687500	-0.1149659000	1.5374511000	-1.0655934000	-0.6410641000	0.0151239382
0.0406250000	-0.2107880000	0.1639107000	-0.2989830000	-0.3216441000	0.0445874326
0.0407812500	0.8751958000	-0.6666021000	0.0523801000	0.5407899000	0.0896952604
0.0409375000	-0.1469066000	-1.1138013000	-0.0753883000	0.0297179000	0.0472469693
0.0410937500	1.1626621000	0.1958535000	-0.8739408000	-0.0022241000	-0.0745180918
0.0412500000	-0.2427287000	-1.1457441000	-0.2031567000	0.2213699000	-0.0581436896
0.0414062500	-0.3066101000	0.9944235000	-1.1614197000	1.1157459000	-0.0316526185
0.0415625000	0.5877295000	0.8347095000	-0.2989830000	-0.1619341000	-0.0358765885
0.0417187500	-0.9134834000	2.3679639000	-0.3309251000	0.5727319000	-0.0198672207
0.0418750000	0.8751958000	0.0361395000	0.7231642000	-0.0980501000	-0.0088640396
0.0420312500	-0.7218392000	-1.4651721000	-2.1835669000	-1.7909761000	-0.0333213474
0.0421875000	1.3862470000	0.2916819000	0.8828747000	0.7963259000	-0.0824445540
0.0423437500	1.3543063000	0.1639107000	-1.4169565000	-0.3855281000	-0.0547540840
0.0425000000	0.7474330000	1.5055083000	0.3079169000	0.7004999000	-0.0436466074
0.0426562500	1.0668400000	1.1541375000	-1.4808407000	0.9240939000	-0.0929262574
